
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
      0.06      0.00      0.13      -0.00     -0.00     -0.00       1.64    -21.70      2.44  
      0.05      0.00      0.14       0.00      0.00      0.00       1.64    -21.68      2.46  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.68    -21.69      2.45  
      0.05      0.01      0.14       0.00      0.00     -0.00       1.71    -21.68      2.41  
      0.05      0.00      0.14       0.00      0.00      0.00       1.74    -21.67      2.41  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.69    -21.64      2.40  
      0.05      0.00      0.13      -0.00     -0.00     -0.00       1.67    -21.67      2.37  
      0.05      0.00      0.14       0.00      0.00      0.00       1.69    -21.62      2.37  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.72    -21.64      2.38  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.70    -21.63      2.35  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.68    -21.61      2.36  
      0.05      0.00      0.14       0.00      0.00      0.00       1.69    -21.60      2.36  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.71    -21.59      2.36  
      0.05      0.00      0.13       0.00      0.00      0.00       1.71    -21.58      2.36  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.68    -21.54      2.37  
      0.05      0.00      0.13      -0.00     -0.00     -0.00       1.68    -21.59      2.35  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.71    -21.51      2.35  
      0.05      0.00      0.13      -0.00     -0.00      0.00       1.70    -21.55      2.35  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.69    -21.51      2.34  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.72    -21.49      2.32  
      0.05      0.00      0.14       0.00      0.00      0.00       1.71    -21.47      2.35  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.69    -21.50      2.32  
      0.05      0.00      0.14       0.00      0.00      0.00       1.68    -21.45      2.33  
      0.05      0.01      0.14       0.00     -0.00     -0.00       1.72    -21.45      2.31  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.72    -21.45      2.31  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.72    -21.43      2.30  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.73    -21.41      2.30  
      0.05      0.01      0.14       0.00     -0.00     -0.00       1.76    -21.44      2.27  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.76    -21.38      2.27  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.74    -21.42      2.25  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.78    -21.37      2.24  
      0.06      0.00      0.14      -0.00     -0.00      0.00       1.77    -21.42      2.25  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.78    -21.36      2.24  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.78    -21.41      2.24  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.76    -21.35      2.26  
      0.06      0.01      0.14       0.00     -0.00     -0.00       1.79    -21.40      2.24  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.76    -21.36      2.27  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.74    -21.38      2.26  
      0.05      0.00      0.14       0.00      0.00      0.00       1.75    -21.35      2.26  
      0.06      0.00      0.14       0.00     -0.00      0.00       1.78    -21.37      2.26  
      0.06      0.00      0.14      -0.00      0.00      0.00       1.74    -21.37      2.29  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.76    -21.38      2.25  
      0.05      0.00      0.14       0.00      0.00      0.00       1.76    -21.34      2.29  
      0.06      0.01      0.14       0.00     -0.00     -0.00       1.78    -21.41      2.29  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.78    -21.35      2.29  
      0.06      0.00      0.14       0.00     -0.00      0.00       1.77    -21.40      2.30  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.76    -21.36      2.31  
      0.06      0.01      0.14       0.00     -0.00     -0.00       1.79    -21.42      2.30  
      0.05      0.00      0.14       0.00      0.00      0.00       1.77    -21.35      2.34  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.75    -21.44      2.33  
      0.05      0.00      0.14       0.00      0.00      0.00       1.75    -21.38      2.36  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.75    -21.41      2.37  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.75    -21.43      2.40  
      0.05      0.01      0.14      -0.00      0.00     -0.00       1.75    -21.42      2.38  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.72    -21.41      2.43  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.73    -21.45      2.41  
      0.05      0.00      0.14       0.00      0.00      0.00       1.73    -21.41      2.45  
      0.05      0.01      0.14       0.00     -0.00      0.00       1.74    -21.43      2.47  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.71    -21.43      2.50  
      0.05      0.01      0.14      -0.00     -0.00      0.00       1.70    -21.46      2.53  
      0.05      0.01      0.14       0.00      0.00      0.00       1.71    -21.39      2.55  
      0.06      0.01      0.13       0.00     -0.00      0.00       1.71    -21.49      2.58  
      0.05      0.01      0.14      -0.00      0.00      0.00       1.69    -21.38      2.60  
      0.05      0.01      0.14       0.00     -0.00     -0.00       1.72    -21.43      2.59  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.68    -21.42      2.61  
      0.05      0.00      0.13      -0.00     -0.00      0.00       1.64    -21.45      2.63  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.62    -21.34      2.66  
      0.05      0.01      0.14       0.00     -0.00      0.00       1.65    -21.41      2.73  
      0.05      0.00      0.14       0.00      0.00      0.00       1.62    -21.39      2.82  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.51    -21.39      2.88  
      0.06      0.00      0.14      -0.00      0.00      0.00       1.46    -21.39      2.94  
      0.05      0.00      0.14       0.00      0.00      0.00       1.49    -21.40      3.00  
      0.05      0.00      0.14       0.00      0.00      0.00       1.47    -21.35      3.09  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.36    -21.37      3.14  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.24    -21.37      3.23  
      0.05      0.00      0.14       0.00      0.00      0.00       1.24    -21.37      3.27  
      0.05      0.00      0.14       0.00      0.00      0.00       1.31    -21.34      3.35  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.31    -21.37      3.44  
      0.05      0.00      0.14      -0.00      0.00      0.01       1.18    -21.30      3.55  
      0.06      0.00      0.13      -0.00     -0.00      0.01       1.08    -21.42      3.69  
      0.05      0.00      0.14      -0.00      0.00      0.01       1.00    -21.36      3.88  
      0.06      0.00      0.13       0.00     -0.00      0.01       0.99    -21.45      4.07  
      0.05      0.00      0.14       0.00      0.00      0.01       0.95    -21.36      4.26  
      0.06      0.00      0.14      -0.00     -0.00      0.01       0.85    -21.45      4.50  
      0.05      0.00      0.14      -0.00      0.00      0.01       0.71    -21.42      4.76  
      0.05      0.00      0.14      -0.00     -0.00      0.01       0.59    -21.48      5.02  
      0.06      0.00      0.14      -0.00     -0.00      0.01       0.46    -21.51      5.33  
      0.05      0.00      0.14      -0.00     -0.00      0.01       0.35    -21.52      5.58  
      0.06     -0.00      0.14      -0.00     -0.00      0.01       0.20    -21.57      5.89  
      0.05      0.00      0.14      -0.00     -0.00      0.01       0.08    -21.58      6.15  
      0.06     -0.00      0.14       0.00     -0.00      0.01      -0.01    -21.62      6.44  
      0.05     -0.00      0.14      -0.00     -0.00      0.01      -0.13    -21.66      6.72  
      0.05     -0.00      0.14      -0.00      0.00      0.01      -0.26    -21.65      7.01  
      0.06      0.00      0.14       0.00     -0.00      0.01      -0.32    -21.71      7.28  
      0.05     -0.00      0.14      -0.00      0.00      0.01      -0.46    -21.68      7.59  
      0.06     -0.00      0.13      -0.00     -0.01      0.01      -0.58    -21.79      7.88  
      0.05     -0.00      0.14      -0.00      0.00      0.01      -0.72    -21.71      8.14  
      0.06     -0.00      0.14       0.00     -0.00      0.01      -0.81    -21.82      8.41  
      0.05     -0.00      0.14      -0.00      0.00      0.01      -0.90    -21.77      8.64  
      0.06     -0.00      0.14      -0.00     -0.00      0.01      -1.05    -21.85      8.88  
      0.05     -0.00      0.14      -0.00      0.00      0.01      -1.13    -21.82      9.06  
      0.05     -0.00      0.14       0.00     -0.00      0.01      -1.16    -21.85      9.22  
      0.05     -0.00      0.14       0.00      0.00      0.01      -1.19    -21.84      9.34  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -1.21    -21.86      9.39  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -1.24    -21.87      9.45  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.24    -21.84      9.44  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -1.21    -21.88      9.45  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.17    -21.87      9.40  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -1.16    -21.84      9.37  
      0.06     -0.00      0.14       0.00     -0.00     -0.00      -1.12    -21.90      9.32  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -1.13    -21.84      9.29  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -1.14    -21.87      9.28  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.10    -21.80      9.25  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -1.07    -21.87      9.29  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -1.04    -21.75      9.27  
      0.06     -0.00      0.13       0.00     -0.00      0.00      -1.01    -21.85      9.28  
      0.05     -0.00      0.14       0.00      0.00      0.00      -1.01    -21.76      9.31  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.96    -21.75      9.28  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.94    -21.76      9.29  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.93    -21.74      9.27  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.96    -21.69      9.27  
      0.05      0.00      0.13       0.00     -0.00     -0.00      -0.84    -21.74      9.22  
      0.05      0.00      0.14       0.00      0.00      0.00      -0.81    -21.67      9.27  
      0.05      0.00      0.13      -0.00     -0.00     -0.00      -0.80    -21.68      9.23  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.80    -21.60      9.23  
      0.05     -0.00      0.13      -0.00     -0.00      0.00      -0.88    -21.70      9.29  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -0.83    -21.56      9.24  
      0.06      0.00      0.14       0.00     -0.00      0.00      -0.81    -21.64      9.27  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.88    -21.61      9.35  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.82    -21.58      9.26  
      0.05     -0.00      0.14      -0.00     -0.00      0.01      -0.90    -21.58      9.38  
      0.05     -0.00      0.14      -0.00     -0.00     -0.00      -0.93    -21.58      9.37  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.90    -21.56      9.35  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.87    -21.53      9.40  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.91    -21.56      9.44  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.97    -21.55      9.40  
